city,state_abbr,r_elec_class,r_gas_class,c_elec_class,c_gas_class,i_elec_class,i_gas_class
Sparta,KY,1,1,1.0,1.0,0.0,0.0
Spring Mill,KY,1,1,0.0,0.0,0.0,0.0
Spring Valley,KY,1,1,0.0,0.0,0.0,0.0
Springfield,KY,1,1,1.0,1.0,0.0,0.0
St. Charles,KY,1,1,0.0,0.0,0.0,0.0
St. Matthews,KY,2,1,1.0,1.0,1.0,1.0
St. Regis Park,KY,1,1,1.0,1.0,0.0,0.0
Stamping Ground,KY,1,1,1.0,1.0,0.0,0.0
Stanford,KY,1,1,2.0,1.0,0.0,0.0
Stanton,KY,1,1,2.0,1.0,0.0,0.0
Strathmoor Manor,KY,1,1,0.0,0.0,0.0,0.0
Strathmoor Village,KY,1,1,1.0,1.0,0.0,0.0
Sturgis,KY,1,1,1.0,1.0,0.0,0.0
Sycamore,KY,1,1,1.0,1.0,0.0,0.0
Taylor Mill,KY,1,1,2.0,1.0,1.0,1.0
Taylorsville,KY,1,1,1.0,1.0,0.0,0.0
Tell City,KY,1,1,3.0,2.0,0.0,0.0
Ten Broeck,KY,1,1,0.0,0.0,0.0,0.0
Thornhill,KY,1,1,0.0,0.0,0.0,0.0
Tompkinsville,KY,1,1,3.0,1.0,0.0,0.0
Trenton,KY,1,1,1.0,1.0,0.0,0.0
Union,KY,1,1,1.0,1.0,0.0,0.0
Uniontown,KY,1,1,1.0,1.0,0.0,0.0
Upton,KY,1,1,1.0,1.0,0.0,0.0
Utica,KY,1,1,1.0,1.0,0.0,0.0
Vanceburg,KY,1,1,2.0,1.0,1.0,1.0
Versailles,KY,2,1,2.0,2.0,1.0,3.0
Vevay,KY,1,1,1.0,3.0,0.0,0.0
Vicco,KY,1,1,0.0,0.0,0.0,0.0
Villa Hills,KY,1,1,1.0,1.0,0.0,0.0
Vine Grove,KY,1,1,1.0,1.0,0.0,0.0
Wallins Creek,KY,1,1,1.0,1.0,0.0,0.0
Walton,KY,1,1,2.0,2.0,2.0,1.0
Warfield,KY,1,1,1.0,1.0,0.0,0.0
Warsaw,KY,1,1,1.0,1.0,0.0,0.0
Water Valley,KY,1,1,0.0,0.0,0.0,0.0
Watterson Park,KY,1,1,2.0,3.0,2.0,2.0
Waverly,KY,1,1,1.0,1.0,0.0,0.0
Wayland,KY,1,1,1.0,1.0,0.0,0.0
Wellington,KY,1,1,1.0,1.0,0.0,0.0
West Buechel,KY,1,1,0.0,0.0,0.0,0.0
West Liberty,KY,1,1,2.0,1.0,1.0,1.0
West Point,KY,1,1,1.0,1.0,0.0,0.0
Westwood,KY,1,1,1.0,1.0,0.0,0.0
Wheatcroft,KY,1,1,1.0,1.0,0.0,0.0
Wheelwright,KY,1,1,1.0,1.0,0.0,0.0
White Plains,KY,1,1,1.0,1.0,0.0,0.0
Whitesburg,KY,1,1,2.0,2.0,0.0,0.0
Whitesville,KY,1,1,1.0,1.0,0.0,0.0
Wickliffe,KY,1,1,1.0,1.0,0.0,0.0
Wilder,KY,1,1,2.0,2.0,2.0,2.0
Wildwood,KY,1,1,1.0,1.0,0.0,0.0
Williamsburg,KY,1,1,2.0,2.0,1.0,1.0
Williamson,KY,1,1,2.0,3.0,0.0,0.0
Williamstown,KY,1,1,1.0,1.0,1.0,1.0
Willisburg,KY,1,1,1.0,1.0,0.0,0.0
Wilmore,KY,1,1,1.0,2.0,0.0,0.0
Winchester,KY,3,1,1.0,1.0,3.0,2.0
Windy Hills,KY,1,1,1.0,1.0,0.0,0.0
Winfield,KY,1,1,1.0,1.0,0.0,0.0
Wingo,KY,1,1,1.0,1.0,0.0,0.0
Woodburn,KY,1,1,0.0,0.0,0.0,0.0
Woodbury,KY,1,1,0.0,0.0,0.0,0.0
Woodland Hills,KY,1,1,1.0,1.0,0.0,0.0
Woodlawn,KY,1,1,0.0,0.0,0.0,0.0
Woodlawn Park,KY,1,1,1.0,1.0,0.0,0.0
Worthington,KY,1,1,1.0,1.0,0.0,0.0
Worthington Hills,KY,1,1,1.0,1.0,0.0,0.0
Worthville,KY,1,1,0.0,0.0,0.0,0.0
Wurtland,KY,1,1,1.0,1.0,1.0,1.0
Abbeville,LA,2,1,3.0,3.0,1.0,2.0
Abita Springs,LA,1,1,1.0,1.0,1.0,1.0
Addis,LA,1,1,1.0,1.0,3.0,1.0
Albany,LA,1,1,2.0,1.0,0.0,0.0
Alexandria,LA,3,1,1.0,1.0,3.0,1.0
Amite City,LA,1,1,2.0,1.0,0.0,0.0
Anacoco,LA,1,1,1.0,1.0,0.0,0.0
Angie,LA,1,1,1.0,1.0,0.0,0.0
Arcadia,LA,1,1,2.0,1.0,0.0,0.0
Arnaudville,LA,1,1,0.0,0.0,0.0,0.0
Ashland,LA,1,1,1.0,1.0,0.0,0.0
Athens,LA,1,1,0.0,0.0,0.0,0.0
Atlanta,LA,1,1,0.0,0.0,0.0,0.0
Baker,LA,2,1,1.0,2.0,1.0,3.0
Baldwin,LA,1,1,1.0,1.0,1.0,1.0
Ball,LA,1,1,1.0,1.0,1.0,1.0
Basile,LA,1,1,1.0,1.0,0.0,0.0
Baskin,LA,1,1,1.0,1.0,0.0,0.0
Bastrop,LA,2,1,1.0,2.0,2.0,3.0
Baton Rouge,LA,3,3,1.0,1.0,1.0,1.0
Belcher,LA,1,1,1.0,1.0,0.0,0.0
Benton,LA,1,1,1.0,1.0,0.0,0.0
Bernice,LA,1,1,2.0,1.0,0.0,0.0
Berwick,LA,1,1,1.0,1.0,1.0,1.0
Bienville,LA,1,1,1.0,1.0,0.0,0.0
Blanchard,LA,1,1,1.0,1.0,1.0,1.0
Bogalusa,LA,2,1,1.0,2.0,0.0,0.0
Bonita,LA,1,1,1.0,1.0,0.0,0.0
Bossier City,LA,3,1,1.0,1.0,2.0,1.0
Boyce,LA,1,1,2.0,1.0,0.0,0.0
Breaux Bridge,LA,1,1,3.0,2.0,1.0,2.0
Broussard,LA,2,1,3.0,2.0,2.0,1.0
Brusly,LA,1,1,1.0,1.0,0.0,0.0
Bryceland,LA,1,1,0.0,0.0,0.0,0.0
Bunkie,LA,1,1,1.0,1.0,1.0,1.0
Calvin,LA,1,1,1.0,3.0,0.0,0.0
Campti,LA,1,1,1.0,1.0,0.0,0.0
Cankton,LA,1,1,1.0,1.0,0.0,0.0
Carencro,LA,1,1,2.0,2.0,2.0,1.0
Castor,LA,1,1,0.0,0.0,0.0,0.0
Central,LA,3,1,1.0,3.0,2.0,1.0
Chataignier,LA,1,1,1.0,1.0,0.0,0.0
Chatham,LA,1,1,1.0,1.0,0.0,0.0
Cheneyville,LA,1,1,1.0,1.0,0.0,0.0
Choudrant,LA,1,1,1.0,1.0,0.0,0.0
Church Point,LA,1,1,1.0,1.0,1.0,3.0
Clarence,LA,1,1,1.0,1.0,0.0,0.0
Clarks,LA,1,1,0.0,0.0,0.0,0.0
Clayton,LA,1,1,2.0,1.0,0.0,0.0
Clinton,LA,1,1,1.0,1.0,0.0,0.0
Colfax,LA,1,1,1.0,1.0,0.0,0.0
Collinston,LA,1,1,1.0,1.0,0.0,0.0
Columbia,LA,1,1,1.0,1.0,0.0,0.0
Converse,LA,1,1,1.0,1.0,0.0,0.0
Cotton Valley,LA,1,1,1.0,1.0,0.0,0.0
Cottonport,LA,1,1,1.0,1.0,0.0,0.0
Coushatta,LA,1,1,2.0,1.0,0.0,0.0
Covington,LA,2,1,1.0,2.0,1.0,2.0
Creola,LA,1,1,0.0,0.0,0.0,0.0
Crowley,LA,2,1,3.0,2.0,2.0,1.0
Cullen,LA,1,1,1.0,1.0,0.0,0.0
DeQuincy,LA,1,1,2.0,1.0,1.0,1.0
DeRidder,LA,2,1,3.0,2.0,0.0,0.0
Delcambre,LA,1,1,1.0,1.0,1.0,1.0
Delhi,LA,1,1,2.0,1.0,0.0,0.0
Delta,LA,1,1,0.0,0.0,0.0,0.0
Denham Springs,LA,2,1,1.0,2.0,1.0,3.0
Dixie Inn,LA,1,1,1.0,1.0,0.0,0.0
Dodson,LA,1,1,1.0,1.0,0.0,0.0
Donaldsonville,LA,1,1,3.0,2.0,0.0,0.0
Downsville,LA,1,1,0.0,0.0,0.0,0.0
Doyline,LA,1,1,1.0,1.0,0.0,0.0
Dry Prong,LA,1,1,1.0,1.0,0.0,0.0
Dubach,LA,1,1,1.0,1.0,0.0,0.0
Dubberly,LA,1,1,1.0,1.0,0.0,0.0
Duson,LA,1,1,1.0,1.0,0.0,0.0
East Hodge,LA,1,1,0.0,0.0,0.0,0.0
Edgefield,LA,1,1,0.0,0.0,0.0,0.0
Elizabeth,LA,1,1,1.0,1.0,0.0,0.0
Elton,LA,1,1,1.0,1.0,0.0,0.0
Epps,LA,1,1,1.0,1.0,0.0,0.0
Erath,LA,1,1,1.0,1.0,0.0,0.0
Eros,LA,1,1,1.0,1.0,0.0,0.0
Estherwood,LA,1,1,1.0,1.0,0.0,0.0
Eunice,LA,2,1,3.0,2.0,1.0,2.0
Evergreen,LA,1,1,1.0,1.0,0.0,0.0
Farmerville,LA,1,1,3.0,1.0,1.0,3.0
Fenton,LA,1,1,1.0,1.0,0.0,0.0
Ferriday,LA,1,1,2.0,1.0,1.0,1.0
Fisher,LA,1,1,1.0,1.0,0.0,0.0
Florien,LA,1,1,1.0,1.0,1.0,2.0
Folsom,LA,1,1,0.0,0.0,0.0,0.0
Fordoche,LA,1,1,1.0,1.0,0.0,0.0
Forest,LA,1,1,1.0,1.0,0.0,0.0
Forest Hill,LA,1,1,1.0,1.0,0.0,0.0
Franklin,LA,1,1,2.0,2.0,0.0,0.0
Franklinton,LA,1,1,2.0,1.0,0.0,0.0
French Settlement,LA,1,1,1.0,1.0,0.0,0.0
Georgetown,LA,1,1,1.0,1.0,0.0,0.0
Gibsland,LA,1,1,0.0,0.0,0.0,0.0
Gilbert,LA,1,1,1.0,1.0,0.0,0.0
Gilliam,LA,1,1,1.0,1.0,0.0,0.0
Glenmora,LA,1,1,1.0,1.0,0.0,0.0
Golden Meadow,LA,1,1,2.0,1.0,1.0,2.0
Goldonna,LA,1,1,1.0,1.0,0.0,0.0
Gonzales,LA,2,1,1.0,3.0,0.0,0.0
Grambling,LA,1,1,2.0,1.0,1.0,1.0
Gramercy,LA,1,1,1.0,1.0,0.0,0.0
Grand Cane,LA,1,1,0.0,0.0,0.0,0.0
Grand Coteau,LA,1,1,1.0,1.0,0.0,0.0
Grand Isle,LA,1,1,1.0,1.0,0.0,0.0
Grayson,LA,1,1,1.0,1.0,0.0,0.0
Greensburg,LA,1,1,1.0,1.0,0.0,0.0
Greenwood,LA,1,1,1.0,1.0,1.0,1.0
Gretna,LA,2,1,1.0,1.0,1.0,3.0
Grosse Tete,LA,1,1,1.0,1.0,0.0,0.0
Gueydan,LA,1,1,1.0,1.0,0.0,0.0
Hall Summit,LA,1,1,1.0,1.0,0.0,0.0
Hammond,LA,2,1,1.0,1.0,2.0,1.0
Harahan,LA,2,1,1.0,2.0,1.0,1.0
Harrisonburg,LA,1,1,1.0,1.0,0.0,0.0
Haughton,LA,1,1,1.0,1.0,0.0,0.0
Haynesville,LA,1,1,1.0,1.0,1.0,2.0
Heflin,LA,1,1,1.0,1.0,0.0,0.0
Henderson,LA,1,1,1.0,1.0,0.0,0.0
Hessmer,LA,1,1,1.0,1.0,0.0,0.0
Hodge,LA,1,1,1.0,1.0,0.0,0.0
Homer,LA,1,1,2.0,1.0,0.0,0.0
Hornbeck,LA,1,1,1.0,1.0,0.0,0.0
Hosston,LA,1,1,1.0,1.0,2.0,1.0
Ida,LA,1,1,1.0,1.0,0.0,0.0
Independence,LA,1,1,2.0,1.0,0.0,0.0
Iota,LA,1,1,1.0,1.0,0.0,0.0
Iowa,LA,1,1,1.0,1.0,0.0,0.0
Jackson,LA,1,1,1.0,1.0,0.0,0.0
Jamestown,LA,1,1,0.0,0.0,0.0,0.0
Jean Lafitte,LA,1,1,1.0,1.0,0.0,0.0
Jeanerette,LA,1,1,2.0,1.0,1.0,2.0
Jena,LA,1,1,2.0,1.0,1.0,2.0
Jennings,LA,2,1,2.0,2.0,1.0,2.0
Jonesboro,LA,1,1,2.0,1.0,0.0,0.0
Jonesville,LA,1,1,2.0,1.0,0.0,0.0
Junction City,LA,1,1,1.0,1.0,0.0,0.0
Kaplan,LA,1,1,1.0,1.0,1.0,1.0
Keachi,LA,1,1,0.0,0.0,0.0,0.0
Kenner,LA,3,1,1.0,1.0,2.0,1.0
Kentwood,LA,1,1,2.0,1.0,0.0,0.0
Kilbourne,LA,1,1,1.0,1.0,0.0,0.0
Killian,LA,1,1,1.0,1.0,0.0,0.0
Kinder,LA,1,1,2.0,1.0,0.0,0.0
Krotz Springs,LA,1,1,1.0,1.0,0.0,0.0
Lafayette,LA,3,2,1.0,1.0,1.0,1.0
Lake Arthur,LA,1,1,0.0,0.0,0.0,0.0
Lake Charles,LA,3,1,2.0,1.0,1.0,1.0
Lake Providence,LA,1,1,2.0,1.0,1.0,2.0
Lecompte,LA,1,1,0.0,0.0,0.0,0.0
Leesville,LA,1,1,3.0,2.0,1.0,1.0
Leonville,LA,1,1,1.0,1.0,0.0,0.0
Lillie,LA,1,1,1.0,1.0,1.0,2.0
Lisbon,LA,1,1,0.0,0.0,0.0,0.0
Livingston,LA,1,1,0.0,0.0,0.0,0.0
Livonia,LA,1,1,1.0,1.0,0.0,0.0
Lockport,LA,1,1,2.0,1.0,1.0,1.0
Logansport,LA,1,1,1.0,1.0,0.0,0.0
Longstreet,LA,1,1,0.0,0.0,0.0,0.0
Loreauville,LA,1,1,1.0,1.0,0.0,0.0
Lucky,LA,1,1,0.0,0.0,0.0,0.0
Lutcher,LA,1,1,2.0,1.0,0.0,0.0
Madisonville,LA,1,1,1.0,1.0,0.0,0.0
Mamou,LA,1,1,2.0,1.0,0.0,0.0
Mandeville,LA,2,1,1.0,3.0,1.0,2.0
Mangham,LA,1,1,1.0,1.0,0.0,0.0
Mansfield,LA,1,1,2.0,1.0,0.0,0.0
Mansura,LA,1,1,1.0,1.0,0.0,0.0
Many,LA,1,1,2.0,1.0,0.0,0.0
Maringouin,LA,1,1,1.0,1.0,0.0,0.0
Marion,LA,1,1,1.0,1.0,0.0,0.0
Marksville,LA,1,1,2.0,2.0,1.0,1.0
Martin,LA,1,1,0.0,0.0,0.0,0.0
Maurice,LA,1,1,1.0,1.0,0.0,0.0
McNary,LA,1,1,0.0,0.0,0.0,0.0
Melville,LA,1,1,1.0,1.0,0.0,0.0
Mer Rouge,LA,1,1,1.0,1.0,0.0,0.0
Mermentau,LA,1,1,1.0,1.0,0.0,0.0
Merryville,LA,1,1,1.0,1.0,0.0,0.0
Minden,LA,2,1,1.0,2.0,0.0,0.0
Monroe,LA,3,1,1.0,1.0,1.0,1.0
Montgomery,LA,1,1,1.0,1.0,0.0,0.0
Montpelier,LA,1,1,1.0,1.0,0.0,0.0
Mooringsport,LA,1,1,1.0,1.0,0.0,0.0
Moreauville,LA,1,1,1.0,1.0,0.0,0.0
Morgan City,LA,2,1,1.0,2.0,2.0,1.0
Morganza,LA,1,1,1.0,1.0,0.0,0.0
Morse,LA,1,1,1.0,1.0,0.0,0.0
Mound,LA,1,1,0.0,0.0,0.0,0.0
Mount Lebanon,LA,1,1,0.0,0.0,0.0,0.0
Napoleonville,LA,1,1,1.0,1.0,0.0,0.0
Natchez,LA,2,1,1.0,1.0,2.0,3.0
Natchitoches,LA,2,1,1.0,3.0,2.0,1.0
New Iberia,LA,3,1,1.0,1.0,2.0,1.0
New Llano,LA,1,1,1.0,1.0,0.0,0.0
New Orleans,LA,3,3,1.0,1.0,1.0,1.0
New Roads,LA,1,1,1.0,1.0,1.0,2.0
Newellton,LA,1,1,1.0,1.0,0.0,0.0
Noble,LA,1,1,0.0,0.0,0.0,0.0
North Hodge,LA,1,1,0.0,0.0,0.0,0.0
Norwood,LA,1,1,1.0,1.0,0.0,0.0
Oak Grove,LA,1,1,2.0,1.0,0.0,0.0
Oak Ridge,LA,1,1,1.0,1.0,0.0,0.0
Oakdale,LA,1,1,2.0,2.0,1.0,1.0
Oberlin,LA,1,1,0.0,0.0,0.0,0.0
Oil City,LA,1,1,1.0,1.0,1.0,3.0
Olla,LA,1,1,1.0,1.0,0.0,0.0
Opelousas,LA,2,1,1.0,3.0,2.0,1.0
Orange,LA,3,1,1.0,3.0,3.0,1.0
Osyka,LA,1,1,1.0,3.0,0.0,0.0
Palmetto,LA,1,1,1.0,1.0,0.0,0.0
Parks,LA,1,1,1.0,1.0,0.0,0.0
Patterson,LA,1,1,2.0,1.0,1.0,1.0
Pearl River,LA,1,1,1.0,1.0,1.0,1.0
Pine Prairie,LA,1,1,1.0,1.0,1.0,1.0
Pineville,LA,2,1,1.0,2.0,1.0,2.0
Pioneer,LA,1,1,0.0,0.0,0.0,0.0
Plain Dealing,LA,1,1,1.0,1.0,0.0,0.0
Plaquemine,LA,1,1,2.0,2.0,0.0,0.0
Plaucheville,LA,1,1,1.0,1.0,0.0,0.0
Pleasant Hill,LA,1,1,1.0,1.0,0.0,0.0
Pollock,LA,1,1,0.0,0.0,0.0,0.0
Ponchatoula,LA,1,1,1.0,2.0,2.0,3.0
Port Allen,LA,1,1,1.0,1.0,3.0,1.0
Port Barre,LA,1,1,1.0,1.0,0.0,0.0
Port Vincent,LA,1,1,1.0,1.0,0.0,0.0
Powhatan,LA,1,1,1.0,1.0,0.0,0.0
Provencal,LA,1,1,1.0,1.0,0.0,0.0
Quitman,LA,1,1,1.0,1.0,0.0,0.0
Rayne,LA,1,1,2.0,2.0,1.0,2.0
Rayville,LA,1,1,2.0,1.0,0.0,0.0
Reeves,LA,1,1,1.0,1.0,0.0,0.0
Richmond,LA,1,1,1.0,1.0,0.0,0.0
Richwood,LA,1,1,2.0,1.0,0.0,0.0
Ridgecrest,LA,1,1,1.0,1.0,0.0,0.0
Ringgold,LA,1,1,1.0,1.0,0.0,0.0
Robeline,LA,1,1,1.0,1.0,0.0,0.0
Rodessa,LA,1,1,1.0,1.0,0.0,0.0
Rosedale,LA,1,1,1.0,1.0,0.0,0.0
Roseland,LA,1,1,1.0,1.0,0.0,0.0
Rosepine,LA,1,1,1.0,1.0,0.0,0.0
Ruston,LA,3,1,1.0,3.0,2.0,1.0
Saline,LA,1,1,1.0,1.0,0.0,0.0
Sarepta,LA,1,1,1.0,1.0,1.0,1.0
Scott,LA,2,1,2.0,2.0,2.0,1.0
Shongaloo,LA,1,1,1.0,1.0,0.0,0.0
Shreveport,LA,3,3,1.0,1.0,1.0,1.0
Sibley,LA,1,1,1.0,1.0,0.0,0.0
Sicily Island,LA,1,1,1.0,1.0,0.0,0.0
Sikes,LA,1,1,0.0,0.0,0.0,0.0
Simmesport,LA,1,1,1.0,1.0,0.0,0.0
Simpson,LA,1,1,0.0,0.0,0.0,0.0
Simsboro,LA,1,1,1.0,1.0,0.0,0.0
Slaughter,LA,1,1,1.0,1.0,1.0,1.0
Slidell,LA,3,1,1.0,1.0,2.0,1.0
Sorrento,LA,1,1,0.0,0.0,0.0,0.0
South Mansfield,LA,1,1,0.0,0.0,0.0,0.0
Spearsville,LA,1,1,1.0,1.0,0.0,0.0
Springfield,LA,1,1,1.0,1.0,0.0,0.0
Springhill,LA,1,1,2.0,1.0,1.0,1.0
St. Francisville,LA,1,1,1.0,1.0,0.0,0.0
St. Gabriel,LA,1,1,2.0,1.0,0.0,0.0
St. Joseph,LA,1,1,1.0,1.0,0.0,0.0
St. Martinville,LA,1,1,2.0,1.0,1.0,1.0
Stanley,LA,1,1,0.0,0.0,0.0,0.0
Sterlington,LA,1,1,1.0,1.0,0.0,0.0
Stonewall,LA,1,1,1.0,1.0,1.0,1.0
Sulphur,LA,3,1,1.0,3.0,2.0,1.0
Sun,LA,1,1,1.0,1.0,0.0,0.0
Sunset,LA,1,1,1.0,1.0,0.0,0.0
Tallulah,LA,1,1,3.0,1.0,0.0,0.0
Tangipahoa,LA,1,1,1.0,1.0,0.0,0.0
Thibodaux,LA,2,1,1.0,3.0,0.0,0.0
Tickfaw,LA,1,1,1.0,1.0,0.0,0.0
Tullos,LA,1,1,0.0,0.0,0.0,0.0
Turkey Creek,LA,1,1,1.0,1.0,0.0,0.0
Urania,LA,1,1,1.0,1.0,0.0,0.0
Varnado,LA,1,1,0.0,0.0,0.0,0.0
Vicksburg,LA,3,1,0.0,0.0,1.0,1.0
Vidalia,LA,1,1,2.0,1.0,1.0,2.0
Vienna,LA,1,1,1.0,1.0,0.0,0.0
Ville Platte,LA,1,1,3.0,2.0,2.0,1.0
Vinton,LA,1,1,0.0,0.0,0.0,0.0
Vivian,LA,1,1,2.0,1.0,2.0,3.0
Walker,LA,1,1,1.0,1.0,1.0,3.0
Washington,LA,1,1,0.0,0.0,0.0,0.0
Waterproof,LA,1,1,0.0,0.0,0.0,0.0
Welsh,LA,1,1,0.0,0.0,1.0,2.0
West Monroe,LA,2,1,1.0,3.0,1.0,1.0
Westlake,LA,1,1,0.0,0.0,1.0,2.0
Westwego,LA,1,1,3.0,2.0,0.0,0.0
White Castle,LA,1,1,2.0,1.0,0.0,0.0
Wilson,LA,1,1,1.0,1.0,0.0,0.0
Winnfield,LA,1,1,2.0,1.0,1.0,1.0
Winnsboro,LA,1,1,3.0,2.0,0.0,0.0
Wisner,LA,1,1,1.0,1.0,0.0,0.0
Woodworth,LA,1,1,1.0,1.0,1.0,1.0
Youngsville,LA,2,1,1.0,1.0,1.0,2.0
Zachary,LA,3,1,1.0,3.0,2.0,1.0
Zwolle,LA,1,1,1.0,1.0,2.0,1.0
Abington,MA,1,1,3.0,1.0,1.0,1.0
Acton,MA,2,1,1.0,1.0,2.0,2.0
Acushnet,MA,1,1,1.0,2.0,1.0,1.0
Adams,MA,1,1,2.0,3.0,1.0,1.0
Agawam Town,MA,2,1,3.0,1.0,2.0,2.0
Alford,MA,1,1,0.0,0.0,0.0,0.0
Amesbury Town,MA,2,1,3.0,1.0,2.0,2.0
Amherst,MA,2,1,3.0,1.0,2.0,2.0
Ancram,MA,1,1,1.0,1.0,1.0,1.0
Andover,MA,3,2,1.0,1.0,0.0,0.0
Aquinnah,MA,1,1,1.0,1.0,0.0,0.0
Arlington,MA,3,2,1.0,1.0,2.0,2.0
Ashburnham,MA,1,1,1.0,1.0,1.0,1.0
Ashby,MA,1,1,1.0,1.0,1.0,1.0
Ashfield,MA,1,1,1.0,1.0,1.0,1.0
Ashland,MA,2,1,2.0,1.0,2.0,2.0
Athol,MA,1,1,3.0,1.0,2.0,2.0
Atkinson,MA,1,1,1.0,2.0,1.0,1.0
Attleboro,MA,3,1,1.0,1.0,1.0,3.0
Auburn,MA,2,1,1.0,1.0,2.0,2.0
Austerlitz,MA,1,1,1.0,1.0,1.0,1.0
Avon,MA,1,1,1.0,3.0,0.0,0.0
Ayer,MA,1,1,3.0,1.0,2.0,2.0
Barnstable Town,MA,3,2,1.0,1.0,1.0,1.0
Barre,MA,1,1,1.0,1.0,1.0,1.0
Barrington,MA,2,1,2.0,3.0,1.0,1.0
Becket,MA,1,1,1.0,1.0,1.0,1.0
Bedford,MA,1,1,0.0,0.0,1.0,3.0
Belchertown,MA,1,1,2.0,1.0,1.0,1.0
Bellingham,MA,2,1,3.0,1.0,1.0,1.0
Belmont,MA,2,1,1.0,1.0,1.0,1.0
Berkley,MA,1,1,1.0,1.0,1.0,1.0
Berlin,MA,1,1,3.0,3.0,1.0,1.0
Bernardston,MA,1,1,1.0,1.0,1.0,1.0
Beverly,MA,3,2,1.0,1.0,2.0,2.0
Billerica,MA,3,2,1.0,1.0,1.0,3.0
Blackstone,MA,1,1,1.0,2.0,1.0,1.0
Blandford,MA,1,1,1.0,1.0,0.0,0.0
Bolton,MA,1,1,1.0,2.0,1.0,1.0
Boston,MA,3,3,1.0,1.0,1.0,1.0
Bourne,MA,2,1,3.0,1.0,1.0,1.0
Boxborough,MA,1,1,2.0,3.0,1.0,1.0
Boxford,MA,1,1,1.0,1.0,1.0,1.0
Boylston,MA,1,1,2.0,3.0,1.0,1.0
Braintree Town,MA,2,1,1.0,1.0,2.0,2.0
Brewster,MA,1,1,2.0,2.0,1.0,1.0
Bridgewater,MA,2,1,3.0,3.0,1.0,1.0
Brimfield,MA,1,1,1.0,1.0,1.0,1.0
Brockton,MA,3,3,1.0,1.0,2.0,2.0
Brookfield,MA,1,1,1.0,1.0,1.0,1.0
Brookline,MA,3,2,1.0,1.0,2.0,2.0
Buckland,MA,1,1,1.0,1.0,1.0,1.0
Burlington,MA,2,1,1.0,1.0,2.0,2.0
Burrillville,MA,1,1,3.0,2.0,1.0,1.0
Cambridge,MA,3,3,1.0,1.0,1.0,3.0
Canaan,MA,1,1,1.0,2.0,1.0,1.0
Canton,MA,2,1,1.0,1.0,3.0,3.0
Carlisle,MA,1,1,1.0,2.0,1.0,1.0
Carver,MA,1,1,2.0,2.0,1.0,1.0
Charlemont,MA,1,1,1.0,1.0,0.0,0.0
Charlton,MA,1,1,2.0,1.0,2.0,2.0
Chatham,MA,1,1,2.0,3.0,1.0,1.0
Chelmsford,MA,3,2,1.0,1.0,3.0,3.0
Chelsea,MA,2,2,1.0,1.0,2.0,2.0
Cheshire,MA,1,1,1.0,1.0,1.0,1.0
Chester,MA,1,1,1.0,1.0,1.0,1.0
Chesterfield,MA,1,1,1.0,1.0,1.0,1.0
Chicopee,MA,3,2,1.0,1.0,3.0,3.0
Chilmark,MA,1,1,1.0,1.0,1.0,1.0
Clarksburg,MA,1,1,1.0,1.0,0.0,0.0
Clinton,MA,1,1,3.0,1.0,2.0,2.0
Cohasset,MA,1,1,3.0,3.0,1.0,1.0
Colebrook,MA,1,1,1.0,1.0,1.0,1.0
Colrain,MA,1,1,1.0,1.0,1.0,1.0
Concord,MA,2,1,1.0,1.0,1.0,1.0
Conway,MA,1,1,1.0,1.0,1.0,1.0
Copake,MA,1,1,1.0,1.0,1.0,1.0
County subdivisions not defined,MA,1,1,0.0,0.0,0.0,0.0
Cumberland,MA,2,2,1.0,1.0,2.0,2.0
Cummington,MA,1,1,1.0,1.0,1.0,1.0
Dalton,MA,1,1,1.0,1.0,2.0,2.0
Danvers,MA,2,1,1.0,1.0,2.0,2.0
Dartmouth,MA,2,1,1.0,1.0,2.0,2.0
Dedham,MA,2,2,1.0,1.0,1.0,1.0
Deerfield,MA,1,1,2.0,2.0,2.0,2.0
Dennis,MA,1,1,3.0,3.0,1.0,1.0
Dighton,MA,1,1,2.0,1.0,2.0,2.0
Douglas,MA,1,1,1.0,1.0,1.0,1.0
Dover,MA,1,1,1.0,2.0,1.0,1.0
Dracut,MA,2,2,3.0,3.0,2.0,2.0
Dudley,MA,1,1,2.0,1.0,1.0,1.0
Dunstable,MA,1,1,1.0,1.0,0.0,0.0
Duxbury,MA,1,1,2.0,3.0,1.0,1.0
East Bridgewater,MA,1,1,2.0,3.0,1.0,1.0
East Brookfield,MA,1,1,1.0,1.0,0.0,0.0
East Longmeadow,MA,2,1,1.0,3.0,2.0,2.0
East Providence,MA,3,2,1.0,1.0,2.0,2.0
Eastham,MA,1,1,2.0,2.0,0.0,0.0
Easthampton Town,MA,2,1,1.0,1.0,1.0,1.0
Easton,MA,2,1,3.0,1.0,2.0,2.0
Edgartown,MA,1,1,2.0,1.0,1.0,1.0
Egremont,MA,1,1,1.0,1.0,1.0,1.0
Enfield,MA,3,1,1.0,1.0,1.0,1.0
Erving,MA,1,1,1.0,1.0,0.0,0.0
Essex,MA,1,1,2.0,1.0,1.0,1.0
Everett,MA,2,2,1.0,1.0,0.0,0.0
Fairhaven,MA,1,1,3.0,1.0,2.0,2.0
Fall River,MA,3,3,1.0,3.0,1.0,1.0
Falmouth,MA,3,1,1.0,1.0,0.0,0.0
Fitchburg,MA,3,2,1.0,1.0,1.0,3.0
